county_fips,dcname,operator,announce_year,confidence,own_or_campus,source_url,evidence,wave
04013,Mesa 2,,2021.0,H,,https://www.datacenterdynamics.com/en/news/meta-expanding-mesa-arizona-data-center-campus-with-three-new-buildings/,"Same Meta Mesa campus; additional 3 buildings announced May 2022 expansion, but original campus announcement was Aug 2021. Assigning 2021 as first public signal for the campus.",wave1
04013,Mesa 3,,2022.0,M,,https://azbigmedia.com/real-estate/commercial-real-estate/construction/meta-facebook-to-expand-mesa-data-center/,Mesa 3 is one of 3 additional buildings announced in May 2022 expansion beyond the initial 5-building Aug 2021 announcement. Using 2022 as the specific announcement for buildings beyond original campus.,wave1
30093,Butte Montana,,2018.0,M,,https://mtstandard.com/news/local/butte-s-mse-technologies-property-expected-to-transform-into-bitcoin/,CryptoWatt (later Atlas Power) bought Butte MSE facility in Jan 2018; operation fired up 2018; Ponzi scandal caused shutdown; Atlas Power relaunched ~2020. First public announcement ~early 2018.,wave1
31153,Sarpy 1,,2017.0,H,,https://omaha.com/news/metro/effort-to-bring-facebook-data-center-to-sarpy-county-took/,Meta (Facebook) announced Papillion Data Center April 4 2017 at Papillion City Hall; broke ground 2017; went live 2019. S&P op year 2018 = construction/first-phase energization. Announcement was Apr 2017.,wave1
31153,Sarpy 6,,2021.0,H,,https://omaha.com/community/papillion/facebook-data-center-to-expand-over-500-acres-in-springfield/,Facebook announced Springfield expansion across Capehart Road March 2021; first buildings in Springfield (renamed Sarpy Data Center) completed 2021.,wave1
31153,Sarpy 7,,2022.0,H,,https://datacenters.atmeta.com/2022/07/keep-on-growing-sarpy-county/,Meta announced 9-building campus expansion (including buildings in Springfield) July 28 2022; completion targeted end of 2024.,wave1
31153,Sarpy 8,,2022.0,H,,https://datacenters.atmeta.com/2022/07/keep-on-growing-sarpy-county/,Meta announced 9-building campus expansion July 28 2022 — same announcement wave as Sarpy 7.,wave1
35061,Los Lunas 7,,2022.0,H,,https://www.datacenterdynamics.com/en/news/facebook-announces-los-lunas-data-center-expansion/,Facebook announced $800M expansion to 8 buildings (adding buildings 7 and 8) in March 2022; construction started spring 2022; both came online 2024.,wave1
35061,Los Lunas 8,,2022.0,H,,https://www.datacenterdynamics.com/en/news/facebook-announces-los-lunas-data-center-expansion/,Same March 2022 announcement as Los Lunas 7 — buildings 7 and 8 announced together as $800M expansion.,wave1
48371,Fort Stockton,,2021.0,H,,https://www.prnewswire.com/news-releases/lancium-breaks-ground-on-first-clean-campus-in-fort-stockton-texas-301377974.html,Lancium broke ground on Fort Stockton Clean Campus September 15 2021 — groundbreaking IS the first announcement; 325 MW crypto/HPC campus.,wave1
48371,Garden City TX,,2021.0,H,,https://ir.applieddigital.com/news-events/press-releases/detail/19/applied-blockchain-signs-loi-to-develop-200mw-next-gen-data,Applied Blockchain (now Applied Digital) signed LOI for Garden City TX 200 MW data center November 24 2021; energized October 2023. The S&P 100 MW row is the first phase.,wave1
13097,Douglasville 2 (Woodside),,2015.0,M,,https://elevatedouglas.com/google-announces-300m-data-center-expansion-in-georgia/,Google announced $300M expansion at Douglas County campus in 2015; construction began summer 2015 completed by end of 2016 — matches S&P op year 2016; operator is Google (S&P dcname Douglasville 2 likely tracks Google's second building on Riverside Parkway),wave1
13097,Douglasville 100,,2003.0,M,,https://baxtel.com/data-center/google-douglas-county-georgia,Google built first Douglas County data center in 2003 (confirmed by multiple sources including Google's own site); op year 2003 consistent; S&P records this as earliest Douglas County facility,wave1
39089,Newton Court 1,,2019.0,M,,https://www.datacenterdynamics.com/en/news/amazon-web-services-build-400m-new-albany-data-center/,AWS announced $400M New Albany/Johnstown expansion in Nov 2019; Newton Court campus is Amazon's Johnstown AWS us-east-2 complex; permit for third site filed Nov 2019 per DCD; op year 2021 consistent,wave1
39089,Newton Court 2,,2019.0,M,,https://www.datacenterdynamics.com/en/news/amazon-web-services-build-400m-new-albany-data-center/,Same AWS Newton Court campus announcement (Nov 2019); Building 2 is sequential phase of same campus; earliest credible public announcement is the 2019 $400M campus announcement,wave1
39089,New Albany 3a,,2021.0,M,,https://baxtel.com/data-center/meta-new-albany-3,Meta New Albany 3 data center built 2021 per Baxtel; op year 2023 per S&P suggests later phase; Meta has been expanding New Albany campus since ~2013; earliest announcement of this specific building not pinpointed — using 2021 as year construction began per Baxtel,wave1
48355,Saxet Energy Park,,2023.0,H,,https://www.newsbreak.com/corpus-christi-tx/3189824255507-bootstrap-energy-unveils-400m-saxet-energy-park-battery-storage-facility,Bootstrap Energy unveiled Saxet Energy Park on October 12 2023; site was originally developed for Compute North (contracted March 2022 but CC filed bankruptcy Sep 2022); Bootstrap public unveil is Oct 2023; Peak Mining (Northern Data) acquired Dec 2023,wave1
48355,Corpus Christi 100,,2023.0,M,,https://www.cohencm.com/news/0aue43uikcoiwdnk9r7drqwtj5kpph,Peak Mining (Northern Data) announced purchase of second 300MW Corpus Christi site in May 2024; first 100MW phase of Texas 2 campus; public acquisition/announcement was May 2024 — but Dec 2023 Texas 1 press release also references the second adjacent site,wave1
51153,Gainesville East,,2022.0,H,,https://services.global.ntt/en-us/newsroom/ntt-to-expand-north-american-data-center-portfolio,NTT announced $257M land purchase in Gainesville Prince William County on June 14 2022; 336 MW campus (The Grove at Gainesville); first building opened ~2024-2025; announcement is June 2022,wave1
51153,Bristow 1 (Google RLF DC),,2021.0,M,,https://www.datacenter.fyi/public-record/google-be69857b,Google's Bristow Mango Farm campus: planning application filed Jan 2021 per datacenter.fyi public record; approval Jan 2024; first building operational 2023-2024; announcement year is 2021 (planning filing),wave1
51153,Gainesville Crossing 2,,2022.0,H,,https://corscale.com/press-releases/corscale-begins-construction-on-its-second-building-at-gainesville-crossing-campus/,Corscale broke ground on Building 1 of Gainesville Crossing on Feb 22 2022 (campus launch announcement); Building 2 construction started July 29 2024; earliest campus announcement is Feb 2022,wave1
13121,ATL01-2,,2019.0,M,,https://baxtel.com/data-center/stack-atlanta-atl01,STACK ATL01 campus (T5/STACK) originally built 2012 via Fulton County Development Authority bonds; ATL01-2 is a neighbouring expansion at Webb Bridge Rd Alpharetta announced around 2019 acquisition — no standalone press release found for this second building,wave1
13121,QTS Atlanta- Metro,,2000.0,H,,https://www.datacenterknowledge.com/archives/2006/10/03/quality-tech-buys-960000-sf-atlanta-property,MetroNexus/CoreLocation bought 1033 Jefferson St NW in 2000 and invested $80M to convert the former Sears warehouse as MTCA; QTS acquired in Oct 2006 — first public signal for the facility as a data center is 2000,wave1
13217,Social Circle 1,,2018.0,H,,https://www.wrdw.com/content/news/Facebook-to-build-new-data-center-in-Georgia-create-100-new-jobs-476139363.html,Facebook announced Social Circle / Newton County data center campus on March 7 2018; first phase (Social Circle 1) came online 2021,wave1
13217,Social Circle 2,,2018.0,H,,https://www.commercialsearch.com/news/facebook-to-pour-1b-in-georgia-data-center-expansion/,Second building part of same $1B campus announced March 2018; Facebook expansion disclosed in 2020 press release citing 1.5M sqft addition,wave1
13217,Social Circle 3,,2018.0,M,,https://www.datacenterdynamics.com/en/news/another-25-million-sq-ft-data-center-campus-proposed-outside-atlanta-georgia/,Ongoing Meta Newton campus buildout — later phases trace to same 2018 announcement; no separate announcement found for phase 3 specifically,wave1
13217,Social Circle 4,,2018.0,M,,https://www.datacenterdynamics.com/en/news/another-25-million-sq-ft-data-center-campus-proposed-outside-atlanta-georgia/,Same Meta Newton campus; phase 4 part of continuing expansion from 2018 original announcement; no separate press release found,wave1
32029,US-RNO 2,,2022.0,M,,https://www.sec.gov/Archives/edgar/data/0001710583/000171058322000034/exhibit991pressreleasedate.htm,Switch Q2 2022 earnings confirmed TAHOE RENO 2 under construction and pre-sold; opened H1 2023 per guidance; S&P records 2024 op year,wave1
32029,US-RNO 4,,2022.0,M,,https://www.sec.gov/Archives/edgar/data/0001710583/000171058322000037/swch-20220630.htm,Switch Q2 2022 10-Q discloses site development for TAHOE RENO 3/4/5; first public signal of TR4 is the 2022 campus expansion announcement,wave1
32029,Supernap Tahoe Reno 1,,2015.0,H,,https://www.nevadaappeal.com/news/2015/jan/16/1b-switch-data-center-in-storey-county-will-be-wor/,Switch announced $1B Citadel Campus in Storey County on Jan 16 2015; groundbreaking Aug 2015; Tahoe Reno 1 opened Feb 2017,wave1
32029,Supernap Tahoe Reno 3,,2022.0,M,,https://www.sec.gov/Archives/edgar/data/0001710583/000171058322000037/swch-20220630.htm,Switch Q2 2022 10-Q discloses site development costs for Tahoe Reno 3; first public mention of TR3 as a named project is mid-2022,wave1
48331,Texas,,2018.0,H,,https://www.businesswire.com/news/home/20180806005156/en/Bitmain-Chooses-Rockdale-Texas-for-Newest-Blockchain-Data-Center,Bitmain announced Rockdale blockchain data center on Aug 6 2018 via BusinessWire; 50MW facility opened Oct 2019; later expanded toward 300MW+,wave1
48331,"Rockdale, Texas",,2019.0,H,,https://ctcog.org/whinstone-us-breaks-ground-to-build-the-worlds-largest-bitcoin-mining-facility-in-rockdale-texas/,Whinstone US broke ground Nov 2019 on world's largest Bitcoin mine at Rockdale; acquired by Riot Blockchain May 2021; S&P records second facility (450MW) as operational 2021,wave1
18141,New Carlisle 1,,2024.0,H,,https://iedc.in.gov/events/news/details/2024/04/25/gov.-holcomb-announces-amazon-web-services-plans-to-invest-11b-to-create-a-new-data-center-campus-in-northern-indiana,Gov. Holcomb announced AWS $11B New Carlisle campus April 25 2024; land acquired via shell company Razor5 in 2023 but no public announcement until April 2024,wave1
18141,New Carlisle 2,,2024.0,H,,https://iedc.in.gov/events/news/details/2024/04/25/gov.-holcomb-announces-amazon-web-services-plans-to-invest-11b-to-create-a-new-data-center-campus-in-northern-indiana,Same campus announcement April 2024; Buildings 1 and 2 are part of the same multi-building AWS New Carlisle campus revealed April 2024,wave1
39049,Columbus (Lockbourne) 1,,2021.0,H,,https://www.datacenterdynamics.com/en/news/google-breaks-ground-on-columbus-ohio-data-center/,Google (via shell Magellan LLC) won Columbus City Council approval March 2021; land purchased May 2021; groundbreaking reported 2022; operator confirmed as Google Aug 2021,wave1
39049,New Albany 4a,,2023.0,H,,https://www.datacenterdynamics.com/en/news/amazon-plans-five-building-data-center-campus-in-new-albany-ohio/,Amazon $3.5B five-building New Albany campus announced September 2023 per Gov. DeWine; land purchased along Beech/Miller Rds 2023,wave1
39049,New Albany 5a,,2023.0,H,,https://www.datacenterdynamics.com/en/news/amazon-plans-five-building-data-center-campus-in-new-albany-ohio/,Same Amazon New Albany 5-building announcement September 2023; New Albany 5a is building 5 of the same campus,wave1
39049,Columbus (Lockbourne) 2,,2021.0,M,,https://www.datacenterdynamics.com/en/news/google-breaks-ground-on-columbus-ohio-data-center/,Second building on same Google Lockbourne campus; campus first announced/approved March 2021; this building likely in scope of original plans but may have been added in 2023 expansion announcement,wave1
49035,Salt Lake City 2,,2019.0,M,,https://www.businesswire.com/news/home/20191030005008/en/Aligned-Energy-Breaks-Ground-Salt-Lake-Metro,Aligned Energy SLC-02 groundbreaking announced Oct 30 2019 (Business Wire); 48 MW expandable to 60 MW; completed Q1 2021. Salt Lake City 2 at 72 MW may be a later phase on same campus,wave1
49035,SLC-02,,2019.0,H,,https://www.businesswire.com/news/home/20191030005008/en/Aligned-Energy-Breaks-Ground-Salt-Lake-Metro,Aligned Energy SLC-02 groundbreaking press release Oct 30 2019; facility opened March 2021; 48 MW (50 MW in S&P) same facility,wave1
51107,IAD39,,2015.0,M,,https://www.datacenterfrontier.com/cloud/article/11430599/digital-realty-readies-massive-expansion-in-ashburn,Digital Realty acquired 126-acre Round Table parcel Nov 2015 for Digital Loudoun III campus; Building L (IAD39) announced publicly Sept 2017 per Data Center Frontier; first data hall delivered Oct-Dec 2017; baxtel lists year built 2019 (possible full build completion),wave1
51107,24086 Bears School Road,,2020.0,M,,https://www.loudountimes.com/news/digital-realty-trust-proposes-data-center-campus-in-dulles/article_bef4df52-d111-11ea-8f8b-9f55ccaa5ada.html,Digital Dulles campus (operator Digital Realty) proposed in Loudoun Times article Aug 2020; land acquired 2018; campus plans filed 2020; Bears School Road is within the Digital Dulles Western Lands campus; first building (IAD44) delivered 2023,wave1
51107,Digital Dulles 2,,2020.0,M,,https://www.datacenterdynamics.com/en/news/digital-realty-files-to-expand-digital-dulles-campus-in-northern-virginia/,Digital Dulles campus announced 2020 (land acquired 2018 from MWAA); Digital Dulles 2 is second building on the campus; campus-level announce year is 2020; building-specific permit unknown,wave1
17037,DeKalb 1,,2020.0,M,,https://www.wspynews.com/news/local/project-ventus-proposal-for-south-end-of-dekalb-identified/article_ba8351be-61ff-11ea-9081-43595bc2014f.html,"Meta (Facebook) ""Project Ventus"" first identified in local news Jan 10 2020; Facebook officially announced $800M facility June 30 2020 at press conference with Gov. Pritzker",wave1
17037,DeKalb 2,,2020.0,M,,https://www.northernpublicradio.org/illinois/2020-06-30/facebook-likes-dekalb-with-announcement-of-800-million-data-center,"Meta (Facebook) ""Project Ventus"" — same campus Phase 1 announcement June 30 2020; all buildings on same campus share the 2020 public announcement",wave1
17037,DeKalb 3,,2022.0,M,,https://www.datacenterfrontier.com/featured/article/11427420/metaverse-building-boom-meta-adds-3-data-centers-at-illinois-cloud-campus,Meta announced April 27 2022 $1B expansion adding 3 more buildings (DeKalb 3/4 are expansion phases announced 2022),wave1
17037,DeKalb 4,,2022.0,M,,https://www.datacenterfrontier.com/featured/article/11427420/metaverse-building-boom-meta-adds-3-data-centers-at-illinois-cloud-campus,Meta announced April 27 2022 $1B expansion adding 3 more buildings (DeKalb 3/4 are expansion phases announced 2022),wave1
42007,Beaver County,,2022.0,M,,https://www.datacenterdynamics.com/en/news/standard-power-to-build-massive-blockchain-data-center-at-pennsylvania-nuclear-power-station/,Standard Power + Energy Harbor MOU announced May 2022 for 200-300 MW nuclear-powered blockchain data center adjacent to Beaver Valley nuclear plant in Beaver County PA (Phase 1 target online 2023-2024),wave1
42007,Midland PA,,2021.0,H,,https://www.businesswire.com/news/home/20210921005666/en/Mawson-Infrastructure-Group-Inc.-Announces-New-Site-in-Pennsylvania-USA,Mawson Infrastructure Group announced new Pennsylvania site Sept 21 2021 via BusinessWire; 50 MW initial capacity at Midland PA with infrastructure for +50 MW; MDC deployment began immediately,wave1
53025,CO1 and CO2,,2006.0,H,,https://www.spokesman.com/stories/2006/jun/11/microsofts-new-backyard/,Microsoft purchased property and began groundbreaking in Quincy WA in 2006; Spokesman-Review Jun 2006 covered groundbreaking ceremony for what became Columbia Data Center (CO1/CO2); operational May 2007 per Wikipedia,wave1
53025,MWH09,,2019.0,M,,https://www.qvpr.com/news/microsoft-to-build-new-data-center-in-quincy/article_93e111de-6963-11ea-8598-635a7bd2781b.html,Microsoft broke ground on MWH campus expansion at new site east of Road S NW/north of Road F in Quincy October 2019; local news article Mar 2020 confirmed site clearing; MWH09 is a later building in this expansion series,wave1
53025,WA13,,2022.0,M,,https://www.datacenterdynamics.com/en/news/vantage-launches-third-and-final-data-center-at-quincy-campus-in-washington/,Vantage Data Centers WA13 — construction started late 2022 on 68-acre Quincy campus; third and final building in $1B campus; opened Oct 2023 ribbon-cutting; campus first entered in 2011 but WA13 specifically initiated 2022,wave1
56021,Cheyenne,,2012.0,H,,https://www.datacenterknowledge.com/hyperscalers/microsoft-win-puts-wyoming-on-the-map,"Microsoft first Cheyenne data center built 2012 — multiple sources confirm ""first datacenter in 2012""; operational by 2013 per S&P; announcement and groundbreaking 2012",wave1
56021,Cheyenne 2,,2014.0,H,,https://www.datacenterknowledge.com/hyperscalers/microsoft-announces-274-million-data-center-expansion-in-wyoming,Microsoft announced $274M expansion at North Range Business Park in April 2014; construction started late spring 2014; first stage operational summer 2015 — matches S&P op year 2015,wave1
56021,Cheyenne 3,,2015.0,M,,https://cheyenneleads.org/leads-ceo-microsoft-complete-cheyenne-data-center-expansion/,Cheyenne 3 at North Range is the third phase of the same campus: publicly announced at 2015 news conference with Gov. Mead ($200M+); delayed then construction resumed fall 2018; operational ~2020 per S&P; earliest public signal is the 2015 press conference,wave1
19155,Council Bluffs 2 building 5,,2012.0,M,,https://www.datacenterfrontier.com/cloud/article/11427613/google-has-invested-5-billion-in-its-iowa-data-centers,"Google announced 2012 expansion of Council Bluffs campus; second campus (CB2/Southlands) buildings 5–6 came online ~2015 per reported expansion waves; initial campus announced 2007, CB2 Southlands expansion announced 2012",wave1
19155,Council Bluffs 2 building 6,,2012.0,M,,https://www.datacenterfrontier.com/cloud/article/11427613/google-has-invested-5-billion-in-its-iowa-data-centers,Same 2012 CB2/Southlands expansion announcement as building 5; two buildings in that wave; 2012 is the earliest public signal for the Southlands campus phase,wave1
19155,Council Bluffs 2 building 8,,2022.0,M,,https://www.bisnow.com/national/news/data-center/google-planning-600m-expansion-of-key-midwest-data-center-hub-116008,Google announced $600M expansion of Council Bluffs campus mid-2022 (Bisnow); buildings 8–9 first energized ~2023; 2022 is the earliest credible public signal for this construction wave,wave1
19155,Council Bluffs 2 building 9,,2022.0,M,,https://www.bisnow.com/national/news/data-center/google-planning-600m-expansion-of-key-midwest-data-center-hub-116008,Same 2022 $600M expansion announcement as building 8; twin-building construction wave reported 2022–2023,wave1
28089,Madison County MS Canton 1,,2024.0,H,,https://www.aboutamazon.com/news/company-news/amazon-25-billion-mississippi-data-centers,Amazon AWS announced Jan 25 2024 $10B investment in Madison County MS; Canton site = 927-acre Madison County Mega Site; this is the first and only public announcement before construction; facility operational 2025 per S&P,wave1
28089,Madison County MS Ridgeland 1,,2024.0,H,,https://www.aboutamazon.com/news/company-news/amazon-25-billion-mississippi-data-centers,Same Jan 25 2024 announcement; Ridgeland site = 786-acre Costas Property near Tougaloo College; both Canton and Ridgeland announced simultaneously in same press event,wave1
36063,Lake Mariner,,2021.0,H,,https://investors.terawulf.com/news-events/press-releases/detail/88/terawulf-enters-into-long-term-ground-lease-at-lake-mariner,TeraWulf entered ground lease with Somerset Operating Co in May 2021; sought Somerset planning-board approval in 2021; first mined Bitcoin Mar 2022; 2021 is earliest credible public signal (IPO via SPAC Dec 2021 disclosed facility),wave1
36063,Tonawanda County,,2021.0,M,,https://buffalonews.com/news/local/canadian-cryptocurrency-company-plans-to-buy-north-tonawanda-power-plant/article_8b9a8eba-e8b0-11eb-a010-2354a7440301.html,"Digihost announced purchase of 60MW Fortistar gas-cogeneration plant in North Tonawanda in 2021 (Buffalo News, article URL above; PSC petition filed Apr 2021 per case 21-M-0238); facility repurposed as bitcoin mining data center; operational 2021",wave1
36063,Niagara Falls NY (Alpha),,2019.0,M,,https://www.datacenterdynamics.com/en/news/cryptomine-data-center-firm-blockfusion-to-go-public-via-450-million-deal/,Blockfusion (via North East Data LLC) purchased former coal plant at 5380 Frontier Ave Niagara Falls in 2019 and began converting to crypto-mining data center; facility known as Alpha per S&P; 2019 purchase is the earliest public signal (no earlier press release found),wave1
48221,McCamey TX,,2021.0,H,,https://www.businesswire.com/news/home/20220808005583/en/Compute-North-Begins-Energization-of-280MW-TIER-0-Data-Center-Co-located-at-Wind-Farm-in-McCamey-Texas,Compute North / Marathon Digital announced 280MW King Mountain wind-colocated data center in McCamey TX; Marathon LOI signed May 2021 (first public signal); energization began Aug 2022; Compute North went bankrupt Sep 2022; facility acquired by Hut 8 2022–2023,wave1
48221,Granbury/Wolf Hollow,,2022.0,H,,https://www.prnewswire.com/news-releases/compute-north-launches-new-300mw-data-center-in-granbury-texas-301520626.html,Compute North announced and broke ground on 300MW TIER 0 data center at Wolf Hollow Generating Station Granbury TX via press release Apr 8 2022; facility acquired by Generate Capital after Compute North bankruptcy Sep 2022; sold to Marathon Digital (MARA) 2023,wave1
32003,Henderson-1,,2018.0,H,,https://lasvegassun.com/news/2018/nov/15/google-is-cleared-to-build-600-million-data-center/,Nevada GOED approved Google $600M Henderson data center Nov 15 2018; first public report Oct 11 2018 (Review-Journal); groundbreaking Jul 1 2019,wave1
32003,Henderson-2,,2020.0,H,,https://lasvegassun.com/news/2020/sep/16/google-to-invest-additional-600m-at-henderson-data/,Google announced additional $600M Henderson expansion on Sep 16 2020 doubling original investment to $1.2B; GOED abatement approved same date,wave1
32003,Henderson-3,,2024.0,M,,https://www.8newsnow.com/news/local-news/google-to-invest-additional-600m-into-site-for-henderson-data-center/,Google announced $400M in Nevada data center enhancements (Henderson + Storey) in Aug 2024; Henderson-3 op. 2025 maps to this third-wave expansion; no dedicated press release found,wave1
32031,Reno 3 (4 more sections),,2019.0,H,,https://www.nnbw.com/news/2019/feb/14/apple-finishes-reno-warehouse-announces-northern-n/,Apple announced west campus expansion at Reno Technology Park Feb 14 2019 as part of $1B five-year U.S. data center investment; Reno 3 is among the west-campus buildings announced at that time,wave1
32031,Reno 4 (4 more sections),,2019.0,H,,https://www.nnbw.com/news/2019/feb/14/apple-finishes-reno-warehouse-announces-northern-n/,Same Feb 2019 Apple announcement of west campus expansion at Reno Technology Park; Reno 4 is a second building within same announcement wave; both opened 2019,wave1
38021,"Ellendale, ND",,2022.0,H,,https://www.globenewswire.com/en/news-release/2022/09/19/2518268/0/en/Applied-Blockchain-Announces-Groundbreaking-of-New-180MW-Facility-in-Ellendale-North-Dakota.html,Duplicate row in source data — same 180 MW Applied Blockchain/Applied Digital facility; same Sep 2022 groundbreaking announcement,wave1
38021,HPC datacenter North Dakota building 1,,2023.0,H,,https://www.jamestownsun.com/news/applied-digital-breaks-ground-on-hpc-facility-at-ellendale-nd,Applied Digital broke ground on distinct 100 MW HPC facility at Ellendale campus Oct 2023; CoreWeave anchor tenant signed Mar 2024; building 1 reached 100 MW RFS Nov 2025,wave1
41059,PDX63,,2019.0,M,,https://www.datacenterplanet.com/news/business/aws-gets-15yrs-tax-break-on-7th-oregon-campus/,Oct 2019 Umatilla County Board of Commissioners approved 15-yr tax exemption for AWS fourth Umatilla campus; PDX63 built 2020 per baxtel; county approval is the earliest public signal for this campus wave,wave1
41059,PDX130,,2019.0,M,,https://www.datacenterplanet.com/news/business/aws-gets-15yrs-tax-break-on-7th-oregon-campus/,PDX130 on Wanapa/Powerline campus in Umatilla; same Oct 2019 Umatilla County tax exemption round covers the Umatilla campus expansion; no separate facility-level announcement found,wave1
41059,PDX131,,2019.0,M,,https://www.datacenterplanet.com/news/business/aws-gets-15yrs-tax-break-on-7th-oregon-campus/,PDX131 on Wanapa/Powerline campus in Umatilla; same Oct 2019 county approval covers the Umatilla expansion cluster; no separate facility-level announcement found,wave1
41059,PDX138,,2022.0,H,,https://hermistonherald.com/2022/09/29/hermiston-gives-amazon-tax-deal-to-build-new-data-centers/,Hermiston City Council approved Amazon tax deal for new Lind/Penney campus data centers Sep 26 2022; PDX138 at Hermiston maps to this Sep 2022 approval round; op. 2024,wave1
01089,Alabama 7,"Meta Platforms, Inc.",2022.0,M,campus,https://www.datacenterdynamics.com/en/news/meta-expanding-huntsville-data-center-in-alabama/,Meta June 2022 announcement of two additional buildings expanding campus to 3.5M sqft ($1.5B+); 7th building op 2025 is part of this expansion tranche; original campus groundbreaking 2018,confirm
39089,Newton Court 3,"Amazon.com, Inc.",2023.0,M,campus,https://newalbanyohio.org/news/2025/08/amazon-investment-in-new-albany/,Amazon $3.5B New Albany investment announced 2023; Newton Court campus (2575/2675/2775 Newton Rd Johnstown) Year Built 2024 per Baxtel; prior 2019 guess was Harrison Road campus (different site),confirm
51153,MCC3,cloudHQ LLC,2021.0,L,campus,https://baxtel.com/data-center/cloudhq-mcc6a,S&P MCC3 op 2024 likely = 3rd sequential building at MCC campus (MCC1=2017 MCC2=2019 then MCC6A=2022); Baxtel's MCC3 label is a newer un-built building; campus expansion circa 2021 drove the building op 2024; prior 2016 guess was original MCC1 campus announcement,confirm
